0,34.083544263
1,32.83555803
2,32.520558156
3,33.352611166
4,33.308280576
5,34.388321917
6,34.424176411
7,33.7206648089
8,32.770098346000005
9,32.04887834
10,33.424868540000006
11,34.720624007999994
12,34.089884219999995
13,32.691955402999994
14,32.818918854
15,33.758474386
16,35.828324754
17,34.641539138999995
18,34.427485702
19,35.67867467
20,35.917648786
21,37.6836607115
22,41.536014425000005
23,41.898611947000006
24,40.043564862000004
25,37.749949363
26,37.721301473
27,39.843944788
28,38.14464805
29,37.12826278
30,39.1890009
31,40.032943658
32,40.304007745
33,39.440214893000004
34,38.67190016000001
35,37.80135143
36,38.317856213
37,39.528700717
38,39.729457620000005
39,40.478994035999996
40,40.917740803
41,41.075328139
42,39.797176705
43,38.34898512
44,38.682620745
45,39.396206768
46,40.14495398
47,41.112272383
48,41.007587673
49,40.37032095
50,40.035999505999996
51,37.884323686
52,37.56916585
53,38.958010597
54,39.397766534999995
55,39.694080705
56,39.137872094
57,39.455967142000006
58,39.973395808
59,40.015192184
60,39.811920156999996
61,38.704941005
62,37.952897746
63,37.842913642999996
64,37.83670859
65,38.65017855
66,40.319336084
67,42.329586753
68,44.077951203
69,44.757603417
70,43.378543
71,40.9960258
72,38.96844512
73,38.255636337999995
74,38.573986863
75,38.779080916000005
76,39.505978022
77,39.09294729
78,38.623906434
79,39.184620294
80,39.063519561
81,39.200361615
82,39.604379218
83,39.021496244
84,39.197004623
85,39.606788563
86,39.489569327
87,39.177765793
88,39.250706952
89,39.405876838
90,38.935688309999996
91,38.653172340000005
92,38.095509629999995
93,38.340955117
94,38.58296507
95,39.065867122
96,39.792757179999995
97,39.328550688
98,39.686930885
99,39.141574979999994
